filename,transcription
call_577.mp3,OK Google look up 599
call_235.mp3,Moana soundtrack
call_363.mp3,Transcription service error: recognition request failed: Bad Request
call_518.mp3,Transcription service error: recognition request failed: Bad Request
call_119.mp3,play February 21st 2011 the time 12:58 p.m. 911 West 79th Street why not hold on
call_727.mp3,Transcription service error: recognition request failed: Bad Request
call_591.mp3,Transcription service error: recognition request failed: Bad Request
call_532.mp3,call emergency emergency
call_453.mp3,Transcription service error: recognition request failed: Bad Request
call_180.mp3,911 Geneva police fire ambulance call police I want to tell you what's happening at first I just filled my wife 187 Golf Drive 1877
call_176.mp3,California Highway Patrol police department Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello Hello
call_646.mp3,9113 Lake Avenue West Palm Beach dot dot 4203 Lake Avenue
call_522.mp3,Transcription service error: recognition request failed: Bad Request
call_728.mp3,5911 operator 4901 Albuquerque 911
call_190.mp3,911 what is your emergency ok
call_692.mp3,looks like a night from here you got done lost your mind buddy please I need a police officer to 1325 immediately there's a guy with a knife background Pelicans 13.25
call_604.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_365.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_441.mp3,Transcription service error: recognition request failed: Bad Request
call_523.mp3,Transcription service error: recognition request failed: Bad Request
call_253.mp3,Transcription service error: recognition request failed: Bad Request
call_33.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_124.mp3,Transcription service error: recognition request failed: Bad Request
call_156.mp3,I'm almost there to see emergency medicine
call_361.mp3,1:00 p.m. 6 seconds April 15th 2008 hello 911
call_348.mp3,3124 North Druid number B the gun shop went to the
call_131.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_706.mp3,1300 North Carolina
call_261.mp3,38 a.m. 52nd August 6th 2012 please period
call_69.mp3,Transcription service error: recognition request failed: Bad Request
call_420.mp3,911 what's the address of your emergency ma'am ma'am I need you to take a deep breath and give me that address again 1175 North Carolina can you tell me what's going on please on the floor okay are any of them breathing sure I do not want you to try to find the guy I need you to back out of the room okay perfect I do not want you to touch anything else okay please tell her to stay away from them I know she wants to go in but she has to stay out of the room who is all in the house with you you and your wife okay I need them all to stay out of that room okay what's your name sir Justin Johnson I actually want you to get all the people out of that house so there's nobody else in the house but the three patients correct okay all right Justin I want you to stay there officer should be writing any minute do not go back inside the house okay we'll be there okay Justin thank you very much thank you all right bye-bye
call_711.mp3,911 what is your emergency where are you okay I can barely understand you lost or injured before you going
call_279.mp3,23 203 1853511.00
call_135.mp3,Could not understand audio
call_219.mp3,this is Longmont 911 address of your emergency corner of 119th and County Road 1 we just saw a plane go down where the corner of 119th and right there on the internet connection directions are you actually close enough to the where the plane crashed a couple hundred feet in front of you okay have you seen anyone get out of the plane you have not okay I just want to confirm it was a small white plain of your location and contact them they'll probably be going to the plane crash first okay thank you bye-bye Longmont 911 are you calling about the plane crash OK Google can you tell me where you saw it go down I don't think we have a location right now so just call us back in a few no worries thanks for holding you call me about a plane crash at the airport yes ok Google
call_151.mp3,534
call_497.mp3,Athens 911 where's your emergency Dentistry
call_654.mp3,stop stop 11131
call_366.mp3,911
call_614.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_130.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_305.mp3,what's the address of your emergency
call_512.mp3,Transcription service error: recognition request failed: Bad Request
call_241.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_425.mp3,Grand Avenue 67755
call_443.mp3,Transcription service error: recognition request failed: Bad Request
call_198.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_128.mp3,hi I am I apologize for this because I just called your number and it says that the desk is closed so to reach a police officer I had to call 911 to give me a call okay and what are you recording I just have something about somebody that I noticed in this area that does not is not feeling right for me okay and is this are you saying this from around your house I had a person's phone number
call_663.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_715.mp3,Transcription service error: recognition request failed: Bad Request
call_556.mp3,239 West emergency 590 Gates Avenue in Brooklyn Boulevard
call_491.mp3,9114 we're having a baby and we're in Boulder Creek we need to get the Sutter okay what's wrong with him exactly what happened my girlfriend's going into labor for contractions or 3 to 5 minutes apart or a little bit closer or closer okay and she's getting pushing feelings I just called Saturday they told me to call 911
call_53.mp3,happy birthday October 6th 2015 11:50 p.m. today okay so where have you already called police I called 91120 okay so let me know where you want me to send police or if you want to go back home I'm not going to know where he's at so I'm not going to be able to work tomorrow I understand that you're upset but we cannot this is not something that we can go on a high speed chase OK Google
call_438.mp3,9115 what is your emergency hi something just exploded at the end of Fayette okay is there any fires with fire OK Google 96699
call_652.mp3,Transcription service error: recognition request failed: Bad Request
call_103.mp3,Transcription service error: recognition request failed: Bad Request
call_534.mp3,Transcription service error: recognition request failed: Bad Request
call_266.mp3,August 25th 2012 the time 02147
call_698.mp3,how old
call_736.mp3,Transcription service error: recognition request failed: Bad Request
call_68.mp3,Transcription service error: recognition request failed: Bad Request
call_299.mp3,1220 Telegraph Avenue call 2020
call_10.mp3,my pickup was born I had to go find it please my girlfriend is really freaking out cold we can't get out of here you can't get out of where we can't get out we don't know if they don't speak English
call_618.mp3,OK Google
call_587.mp3,okay calm down if anybody's able to get out make sure I'm working I'm not working my babies are in there like oh my God and who cares I can't my husband's in the van okay okay okay okay okay okay okay okay okay what's your name what's your name oh my God
call_644.mp3,please send the police to 14 Market Street 14 Market Street Apartments
call_374.mp3,Transcription service error: recognition request failed: Bad Request
call_97.mp3,911 West
call_121.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_27.mp3,911-1731 South Hill Road and 5631 Shaw Hill yeah what's going on there I need a nanny a nanny yeah this is a Nanny 911 I need a babysitter and some friends and yeah ok Google
call_589.mp3,Transcription service error: recognition request failed: Bad Request
call_173.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_123.mp3,Transcription service error: recognition request failed: Bad Request
call_308.mp3,Transcription service error: recognition request failed: Bad Request
call_309.mp3,Franklin County Memorial Hospital Chicago
call_359.mp3,Transcription service error: recognition request failed: Bad Request
call_57.mp3,Transcription service error: recognition request failed: Bad Request
call_87.mp3,21st 24
call_78.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_212.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_684.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_615.mp3,Could not understand audio
call_403.mp3,Knox County 911 yes ma'am my name is Special Agent Richard A Smith badge number 0931 with the United States Illuminati Order right now I am currently stuck inside of the air conditioner unit on top of the Knoxville Museum of Art downtown at the World's Fair Park I was here trying to complete an operation that I can't get my cell phone period
call_339.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_378.mp3,what's the address of your emergency at all of us and all of our customers I need police now okay it's a
call_498.mp3,Transcription service error: recognition request failed: Bad Request
call_88.mp3,hi a little airplane a little one engine airplane took off from the airport at 83 Street and crashed into the sports fitness center on XSport Fitness on 75th and Route 59 minutes period
call_423.mp3,August 25th 2011 the time 03503 9118 police department and she woke me up and she's sick and now she's not responding her eyes out 311 311.00
call_690.mp3,hi this is 11:23 East Chestnut apartment 833 you killed somebody you're at 11:23 Chestnut what is his personal
call_177.mp3,911 West emergency what do you mean you just killed someone exactly what I said I'm armed and dangerous where are you I don't know the address
call_484.mp3,yes yes sir
call_189.mp3,Could not understand audio
call_174.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_483.mp3,911 where is your emergency emergency
call_254.mp3,2911 what's the address of the Emergency Center earlier and did a report they told him to stay away from the house until tomorrow since we're going to go file with the magistrate and to call 911 if you came back for kids
call_77.mp3,911 I need somebody to come to Penny Creek Landing okay what's the address please
call_32.mp3,Could not understand audio
call_42.mp3,11911 where is your emergency I had a little girl that fell on the bus and I think he's unconscious right now what address is 8826 East Florida Avenue what city are you in Denver Colorado
call_153.mp3,Atlanta 901 Emergency Center 35296 how can I help you on Daniel Street Southeast there's been a demolishing of a house and there is a woman Inside and we need someone to come out tomorrow period
call_49.mp3,91175
call_195.mp3,Stark County 911 City police fire or Microsoft Avenue
call_608.mp3,9111 what's the location of emergency and I have somebody chasing me and they just hit my car okay where are you at work Avenue
call_610.mp3,hey Google
call_657.mp3,we found an elephant walking down the street near the community center 820 we found an elephant walking down the street like the ones from like the circus at the rate 20 Center one of them got loose and it's walking down the street what's the street how big are we talking about
call_9.mp3,Could not understand audio
call_60.mp3,911 what's the address of your emergency room hello Google
call_201.mp3,Cincinnati 911 what is the address of the emergency room
call_633.mp3,I want to work what's the address
call_249.mp3,911 where is the emergency 4950
call_30.mp3,565772013007
call_170.mp3,Walmart 911 what's the address of your emergency oh my God I'm on 3rd Avenue 3rd Avenue and hang on Atwood Park I'm going to ask you some questions period
call_729.mp3,911 what is your emergency what other house and so I'm trying to break into a house okay where's your mom at she's at work and who is home with you no one I hear somebody in the background can you please come quick okay I only answer the phone so I don't understand the officers so it's not going to take any longer who's there with you on the phone thank you Google Ok Google hey Google hey Google
call_311.mp3,turn the bathroom lights
call_298.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_402.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_357.mp3,13 p.m. 57 seconds February 20th 2014 911
call_574.mp3,911 what is your emergency all of them what's your name OK Google are you going
call_517.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_165.mp3,911 West Virginia High School 9 1 1
call_703.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_542.mp3,my living room
call_21.mp3,Could not understand audio
call_107.mp3,911 emergency hello Police Department emergency
call_161.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_560.mp3,tsmc good morning good morning have you heard anything going on the news we just saw a big airliner to buy two Five Points Netflix
call_446.mp3,Transcription service error: recognition request failed: Bad Request
call_642.mp3,911 where is emergency Washington Avenue
call_164.mp3,10045
call_224.mp3,Transcription service error: recognition request failed: Bad Request
call_183.mp3,what's the address
call_290.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_725.mp3,911 what's the address to Emergency Management
call_647.mp3,8213 go ahead 82134 Boston
call_427.mp3,Transcription service error: recognition request failed: Bad Request
call_325.mp3,14 131 B for something about a black male there's no further on it and eat it back in 1024 coffee the destination
call_115.mp3,animals
call_15.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_62.mp3,Jacksonville Florida
call_326.mp3,are you in the car with him give me the weather are you able to are you able to put him on the phone they can follow me to the distance I will drive around 80 or 90 safely she is going home okay so why don't you just pull over so we can happen so why don't you just pull over and let's end this week so where are you where are you running 91195 911 West emergency where are you located I don't even know what officer is following you enough I don't know you're talking about can you let me know where you are so I can let the office know okay we're going south on I-95 okay so you have a weapon on you want to believe me I was just asking you a question what kind of phone do you have I'm going to take this young lady back to her home you will not understand you will not bother us so I'm just going to say you're going where they're welcome to understand the situation that's going on okay well I'm going to hurt people okay 911
call_651.mp3,Murphy 911 Westchester
call_184.mp3,yes I'm on southbound on 2320 westbound on Hilton and I'm behind an old wheel Bravada license plate c e g 8148 and we've been all over the road what color is that red clear what is your name
call_301.mp3,Polk County 9017
call_243.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_452.mp3,Transcription service error: recognition request failed: Bad Request
call_158.mp3,911 was emergency I need to report a murder okay where is that 157 Redstone Drive in Warrington 1571677
call_568.mp3,I'm going to Charlotte
call_466.mp3,you don't want any police fire Medical
call_501.mp3,my mom is in the bathroom and and and and and she can't and get up and I have a little sister and a big sister and the and two big brothers and the dad and so can you tell my dad and my brothers how old is she I don't know okay is she talking tom anymore is your mom still awake period
call_412.mp3,Stark County 911 TV police fire or medical health plan on Lawson Street
call_125.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_387.mp3,and I have been missing since 7:00 this morning and her husband and her are in the middle of a divorce and I'm not sure what the protocol would be but I should probably went out for a run this morning at 7:00 and locked me and no one has heard from her she was supposed to be at my house at 8:00 and I'm just because of the situation with the divorce I just was wondering if you can help I don't know what I should do I just called WakeMed and she has not been admitted on any emergency so I was wondering if anything if someone can tell me if anything might have I don't have any recommendations for me just about
call_581.mp3,Charleston County Emergency Services operation 601 what is the address of the emergency department
call_313.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_626.mp3,what is the location of the emergency room 2126
call_71.mp3,prepared by 911 dispatch.com February 20th 2008 2 hours 54 minutes 53 seconds
call_513.mp3,15 non-emergency crashing houses in Marshfield and Lincoln a plane crashed on 17th and Lincoln in houses in Marshfield oh my God a plane crash on 17th street 17th Street and 17th and divine oh my God 17 the deck is on fire on the house tomorrow 5 5 2 2
call_332.mp3,911 call from a male see if he just shot someone on his porch then he hung up we're trying to call Dad
call_12.mp3,Transcription service error: recognition request failed: Bad Request
call_660.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_94.mp3,Transcription service error: recognition request failed: Bad Request
call_492.mp3,911 where is emergency
call_557.mp3,stop
call_193.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_435.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_234.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_486.mp3,what's the address of emergency what's the problem
call_160.mp3,what's the location of the emergency at 4500
call_65.mp3,911 what's the address of your emergency hello 9111
call_717.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_699.mp3,OK Google
call_480.mp3,what's the score of the gunshot wound rescue is responding as an unconfirmed address for Police Department
call_242.mp3,Transcription service error: recognition request failed: Bad Request
call_199.mp3,911 where's your emergency I need directions to 15612 Springfield
call_347.mp3,Transcription service error: recognition request failed: Bad Request
call_701.mp3,you're welcome
call_429.mp3,Cleveland Indians and fire what is the emergency emergency
call_181.mp3,911 location of emergency how old is she 222 111 OK Google period do you have any idea period
call_358.mp3,dispatch.com
call_418.mp3,on Saturday January 18th 2014 at 0 hours 22 minutes and 53 seconds
call_599.mp3,Transcription service error: recognition request failed: Bad Request
call_328.mp3,Martin City police fire ambulance please please 51 Wedgewood Drive North York and what's going on there I'm about to kill people are you leaving
call_570.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_573.mp3,911 what's the address of the emergency to Pittsburgh 33209 apartment
call_685.mp3,Transcription service error: recognition request failed: Bad Request
call_595.mp3,90114 with the exact location near emergency the house number is 17 Square Street Apartment 17778
call_194.mp3,performance office
call_596.mp3,Transcription service error: recognition request failed: Bad Request
call_710.mp3,Transcription service error: recognition request failed: Bad Request
call_395.mp3,Transcription service error: recognition request failed: Bad Request
call_643.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_400.mp3,911 North College Hill Emergency Department emergency service 617
call_236.mp3,1210 911 what's the address of 125 Signal Hill Road right now I need you to listen to me right now and calm down yes okay where do you think someone was murdered in my house in your house yes okay what's in your house please did you just get home okay is anybody else home with you I don't see anyone okay are you with your children how old is your son 222 222 what is he look like this is really important but I think he has some problems on the way since you called I'm talking to you and my partner is going to talk to the ambulance in the fire department breathing I don't think so are you right now okay can you get close to him not not really with the court is there a weapon nearby I don't see one OK Google I need you to stay on the phone with me I know it's hard but I need you to stay on the phone tonight what I'm going to tell you right now is very important I do not want you to touch anything okay are you certain that your husband is not breathing I don't know I go if you want to put the phone down okay try and get close to him as possible do not touch the pic period
call_638.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_519.mp3,I was on New York Ave in Somerset my husband happy birthday 19 2009 17079 seconds 2000
call_145.mp3,4545
call_292.mp3,911
call_680.mp3,60911 the building on 3034 Southwest 8th Court is on fire report of a house fire house fired 303448 quart 303448445 3448 Court House fire Cicero 911 emergency
call_226.mp3,Google Google
call_74.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_218.mp3,play some emergency 963 East 36th Street give me the address 963 East 36th Street
call_524.mp3,911 Danny police fire and ambulance please Delaware what's going on there I ordered the chicken nuggets with a small piece of anything else what's your name what's your name OK Google
call_227.mp3,hey Google
call_265.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_182.mp3,911 911 733.00 please this isn't slowing them down okay where are the weapons now Jennifer where are the weapons now we don't have any weapons are the weapons now do you see any of the weapons if you do not know that's fine my husband says he shot OK Google I need you to answer these questions okay there for your safety as well as the officers you don't know where the weapons are now correct no we do not see a weapon okay are you in the media danger Jennifer yes I feel like we do not know Jennifer Jennifer
call_277.mp3,Transcription service error: recognition request failed: Bad Request
call_316.mp3,911 she's in the house what's the address
call_144.mp3,911
call_465.mp3,go to Metro 911 what's the address of your emergency services
call_732.mp3,23 underwater here we need to get 911 what is the location of your emergency okay hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello
call_470.mp3,the Chief Financial Credit Union headquarters in Berlin okay and I just received a call a few minutes ago from one of our VPS who states that he's a victim of a home invasion overnight that his mom who resides with them is strapped to Obama as well as him and he's constructing me to make our branch in New Britain company I need the phone number
call_343.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_157.mp3,no one was your emergency 79 years old is you know the temperature outside
call_650.mp3,Could not understand audio
call_588.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_47.mp3,stop don't
call_598.mp3,anyone going hold on
call_24.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_659.mp3,35197 what's the address of the emergency 1895 Rising Glen Road 6 6
call_215.mp3,OK Google OK Google
call_437.mp3,911 with the emergency 850 Highland boulevard between what and what are you inside the location Boulevard 85550 Highland Boulevard
call_98.mp3,Worcestershire sauce is made of you guys OK Google resume
call_430.mp3,OK Google
call_531.mp3,Transcription service error: recognition request failed: Bad Request
call_336.mp3,806
call_214.mp3,911 West location of your emergency contact my brothers 666
call_653.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_472.mp3,this is 911 Palm Desert I need to get an address 73341 Highway
call_223.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_116.mp3,hey this is broken to my house they had guns they told us to just be on the floor there's flowers and my uncle and with my little brother and sister I love you okay are you home alone no I'm with my uncle okay and did they leave I don't know they just told me to be on the floor ok
call_508.mp3,8838.00
call_100.mp3,9117 Elizabeth Elizabeth
call_674.mp3,299
call_689.mp3,Spotsylvania 911 which emergency
call_269.mp3,September 2200 2012 17/15 and 29 seconds 6701
call_92.mp3,911 Boone County what's the location of your emergency back in the meat department to get an individual with acting very erratic they're acting erratic okay what's your name OK Google
call_704.mp3,Kansas City 9117 Northwest Avenue I'm getting ready to kill somebody Northwest Arkansas
call_256.mp3,25 Arch Street Apartment 4154
call_457.mp3,Transcription service error: recognition request failed: Bad Request
call_676.mp3,I need to file appropriation officer to my house officers radio
call_718.mp3,9113 my car is in the water right offices at the Mullins Park old library or the address is 10000 29th Street please open my door I'm sitting in the water in the car your inside the car on inside the car and I'm in the Water Park Hotel
call_244.mp3,511 with a confirmed location of confirmed residential phone number there's a gun involved hello hello hello hello what is the problem was my wife woke me up I looked at the window and told him to go away
call_67.mp3,Transcription service error: recognition request failed: Bad Request
call_344.mp3,Transcription service error: recognition request failed: Bad Request
call_440.mp3,13 minutes 42 seconds are you doing
call_191.mp3,I'm turning myself in for my husband the numbers killing my husband my number is Avenue in Spring Hill where's your husband on the couch right now OK Google what's your last name is there anybody else with you yes my parents okay do they know what happened yes okay and you don't have any weapons on you do you know and you said you put the gun down where on the counter
call_11.mp3,what is
call_735.mp3,I didn't hear you right now all right we will rock you later the high school 299 are you there at home soon
call_80.mp3,Transcription service error: recognition request failed: Bad Request
call_96.mp3,Transcription service error: recognition request failed: Bad Request
call_414.mp3,911.00
call_192.mp3,where's the weapons
call_110.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_373.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_321.mp3,United States
call_552.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_296.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_274.mp3,Could not understand audio
call_482.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_566.mp3,Austin 911 I'm sorry sir you want this is the police department how can I help you get some assistance
call_93.mp3,Transcription service error: recognition request failed: Bad Request
call_342.mp3,Transcription service error: recognition request failed: Bad Request
call_445.mp3,where are you right now on the way to you okay but they're out front all right they're looking around your house trying to find somebody okay so we don't want you going out the police are outside
call_229.mp3,Burger King number one yes I'd like to report a shooting please 9 0 6 - 3 6
call_259.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_406.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_376.mp3,911 the Spanish recorded what is your emergency Lawrence stayed here call her on the line she's got to be quiet somebody just broke into our house 436 Lowell Street 777
call_697.mp3,911
call_351.mp3,Transcription service error: recognition request failed: Bad Request
call_120.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_661.mp3,Transcription service error: recognition request failed: Bad Request
call_85.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_302.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_609.mp3,27180 Nebraska
call_551.mp3,911 where do you need assistance
call_270.mp3,Transcription service error: recognition request failed: Bad Request
call_137.mp3,County dispatch 911 can I help you hello hello hello
call_228.mp3,Transcription service error: recognition request failed: Bad Request
call_544.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_392.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_737.mp3,91118355
call_411.mp3,Could not understand audio
call_205.mp3,this is a 911 call conversation recorded on January 25th 2012 at 1952 on channel 10
call_44.mp3,299
call_166.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_540.mp3,because I'm not talking about
call_105.mp3,911 West emergency on my screen did you go in the ditches OK Google
call_188.mp3,2711 10th Street 2711 10th Street
call_637.mp3,Could not understand audio
call_58.mp3,Transcription service error: recognition request failed: Bad Request
call_40.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_84.mp3,Transcription service error: recognition request failed: Bad Request
call_572.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_616.mp3,911 what's the address of the emergency emergency
call_1.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
